faithmight;2018-05-08 00:47;0;0;"vinebox: Reblog this and money will be entering your life this week What the mind can perceive, the...https://tmblr.co/ZeWZZy2XlqdK-"
faithmight;2018-05-02 21:52;0;0;"agreed. I think it got messy yesterday to be honest lol"
faithmight;2018-05-01 04:10;0;0;"If you're in NYC, you should definitely check this outhttps://twitter.com/dambisamoyo/status/991039375839555584 …"
faithmight;2018-04-30 05:41;0;2;"She gathered her entire life and Sarah was not here for it"
faithmight;2018-04-27 22:34;2;1;"POW! $ GBPAUD falls to the bottom of the range at 1.82 and bounces right back. Back to 1.8450?http://bit.ly/2Hw8rlr"
faithmight;2018-04-27 21:54;1;1;"LOL same to you!"
faithmight;2018-04-27 21:33;1;0;"THANKS DALE!"
faithmight;2018-04-27 21:33;2;1;"Carney has no intention to save the GBP. He's thrilled lol"
faithmight;2018-04-27 21:32;0;0;"http://bit.ly/2sfzCVs https://twitter.com/ForexStopHunter/status/989850898149998592 …"
faithmight;2018-04-27 21:28;0;0;"or the BoE too at this point"
faithmight;2018-04-27 20:54;0;1;"ouch much lower range than I'd expect but we definitely agree on the longer term view. I'd see a break below 1.37 moving as low at 1.35. A move to 1.3350 wld make a tough bull case for me."
faithmight;2018-04-27 20:48;1;0;"Indeed!"
faithmight;2018-04-27 20:34;1;1;". @ ForexStopHunter totally called that reverse H&S in $ EURGBP which is why I love sitting with him. He interviews me and I still learn http://bit.ly/2Hw8rlr"
faithmight;2018-04-27 19:48;0;0;"My pleasure!!https://twitter.com/ForexStopHunter/status/989173300088651776 …"
faithmight;2018-04-27 19:47;0;3;"If you didn't catch my interview live on Wed, you may have missed these shorts setting up then in $ GBPJPY and $ GBPAUD: http://bit.ly/2Hw8rlr"
faithmight;2018-04-27 19:45;0;1;"Thanks so much!! https://twitter.com/Rafael7744/status/989520810447659009 …"
faithmight;2018-04-27 19:44;0;1;"I expected the move well ahead of the GDP miss so didn't forecast momentum brought on by news"
faithmight;2018-04-27 19:13;1;0;"Whoa! UK GDP miss demolishing the GBP Weakness expected. This extreme momentum of the move was not."
