justinbieber;2018-05-02 12:50;38820;258328;"Proud of my brother @ PostMalone on his new album"
justinbieber;2018-05-01 11:28;14561;62514;"Supporting my buddy Adamhttp://exclusive.hmu411.com/"
justinbieber;2018-04-06 14:17;29164;84037;"# Hard2FaceReality @ poobear @ jayelectronica https://poobear.lnk.to/H2FR pic.twitter.com/BynBGhqE4n"
justinbieber;2018-04-06 14:04;21856;94320;"Congratshttps://twitter.com/poobear/status/982105658819411968 …"
justinbieber;2018-03-21 00:20;128400;326135;"Grateful for great friends"
justinbieber;2018-03-21 00:19;34849;154531;"Proud of these kidspic.twitter.com/M796VNgWWV"
justinbieber;2018-03-21 00:17;30786;113784;"This is greathttps://twitter.com/mileycyrus/status/974510172042289153 …"
justinbieber;2018-03-02 12:04;137051;464863;"#24"
justinbieber;2018-02-19 00:43;41007;171058;"Cameron good talking to you last night. All of your bravery is amazing. I stand with you guys. # march24 # marchforourliveshttps://twitter.com/buzzfeednews/status/965240824404566017 …"
justinbieber;2018-02-13 05:32;6316;15796;"@ JerrySeinfeld I told you it was me :)"
justinbieber;2018-01-18 01:46;84983;328242;"In paradise"
justinbieber;2018-01-07 17:06;157012;594088;"pic.twitter.com/Dkpnro7RYJ"
justinbieber;2018-01-07 17:06;41650;177357;"They are coming https://twitter.com/scooterbraun/status/944424870485508096 …"
justinbieber;2017-12-12 23:32;88784;245832;"https://open.spotify.com/album/790wpCevrVtF2E6wMYHqFc?si=uK2znYrdTpaK_Lfvxvwbog …"
justinbieber;2017-11-27 22:17;64747;249226;":) bts @ telekomerleben # magentaverbindet # streamon https://www.facebook.com/JustinBieber/videos/10156284762768888/ …pic.twitter.com/AjzLTCWlAI"
justinbieber;2017-11-21 02:51;137397;460339;"Everyone have an amazing week"
justinbieber;2017-11-21 02:51;12608;32847;"@ LuisFonsi @ daddy_yankee congrats on the wins"
justinbieber;2017-11-21 02:50;12169;31457;"@ djkhaled congrats buddy"
justinbieber;2017-11-21 02:50;10896;29475;"@ JohnLegere just released a new commercial in Germany. Let’s release it in the US for the holidays. # Friends"
justinbieber;2017-11-14 14:15;5680;17175;"congrats @ karla_welch"
justinbieber;2017-10-14 06:55;46624;152493;"STADIUM TOUR MERCH 2.0 http://purposetourmerch.com pic.twitter.com/M6PEuKdRal"
justinbieber;2017-10-03 01:00;164120;501720;"Praying for all those in pain"
justinbieber;2017-10-03 01:00;75058;281961;"Praying for Puerto Rico"
justinbieber;2017-10-03 00:59;100001;348110;"Praying for Las Vegas"
justinbieber;2017-09-16 07:45;35403;126632;"Everyone watch my boys tonight # DareToLivehttps://twitter.com/rorykramer/status/908670419066073089 …"
justinbieber;2017-09-14 00:01;48561;176167;"Amazing. Thanks everyone. Let's keep helping eachother.https://twitter.com/billboard/status/907974662650564612 …"
justinbieber;2017-09-13 07:51;75493;257647;"Call me 1 (800) 258-6000 # HandInHand"
justinbieber;2017-09-12 10:26;43208;144054;"See you tomorrow. # HandInHand let's help. 8pm tomorrowpic.twitter.com/mt06FCxiTm"
justinbieber;2017-09-09 13:37;52007;191262;"Honored to be taking part in a great causepic.twitter.com/e9s4wG7nSN"
justinbieber;2017-08-30 21:58;94369;351379;"Praying for everyone down in Houston"
justinbieber;2017-08-30 21:57;36236;129457;"Proud of you brohttps://twitter.com/rorykramer/status/902730893713825792 …"
justinbieber;2017-08-24 00:49;55322;171250;"# stadiummerch at @ hm september 7thpic.twitter.com/Mnib8sEp7O"
justinbieber;2017-08-19 02:02;46259;115521;"# Friends lyric videohttp://smarturl.it/FriendsLyricVideo …"
justinbieber;2017-08-18 23:31;63819;185754;"# friendspic.twitter.com/RzDxHxDsIB"
justinbieber;2017-08-18 00:17;94687;196838;"# FRIENDS out now. https://bieberbloodpop.lnk.to/Friends pic.twitter.com/SMxtOSpg0i"
justinbieber;2017-08-18 00:17;63798;146868;"https://bieberbloodpop.lnk.to/Friends pic.twitter.com/7b6pTCUEQb"
justinbieber;2017-08-18 00:06;78885;147180;"New song # Friends out now @ bloodpop https://BieberBloodPop.lnk.to/Friends pic.twitter.com/CxrvzXUdmZ"
justinbieber;2017-08-17 23:00;60551;173483;"1 HOUR # Friends"
justinbieber;2017-08-14 22:22;100103;263558;"New music. Thursday noonpic.twitter.com/xUOsYoqQce"
justinbieber;2017-08-14 06:15;175207;463797;"Can we still be friends"
justinbieber;2017-08-03 23:20;42008;127214;"# xkarlahttps://twitter.com/xkarla/status/893113042824699909 …"
justinbieber;2017-07-06 06:59;52033;152641;"https://purposetourmerch.com/"
justinbieber;2017-07-06 06:56;50901;173367;"Who has the merch from the # StadiumCollection ?"
justinbieber;2017-07-06 06:54;67296;213185;"Thank you to Europe for an incredible # PurposeTourStadiumspic.twitter.com/gRP5ipJV57"
justinbieber;2017-07-02 21:32;59472;220441;"London today # PurposeTourStadiums"
justinbieber;2017-06-30 02:56;45498;152240;"Supporting my brother @ djkhaled. Get # FANLUVhttps://twitter.com/djkhaled/status/878092482373799936 …"
justinbieber;2017-06-23 00:30;57873;195343;"Got something special for the Hyde Park show in london July 2nd. # PurposeTourStadiums"
justinbieber;2017-06-19 15:12;57993;180262;"Thank uhttps://twitter.com/much/status/876571924456931328 …"
justinbieber;2017-06-11 07:17;65508;192305;"Congrats buddyhttps://twitter.com/davidguetta/status/873160032673812480 …"
justinbieber;2017-06-09 12:35;66079;150236;"New single # 2U http://smarturl.it/i2U pic.twitter.com/B9fFNG8fZb"
justinbieber;2017-06-09 12:05;61453;138606;"Out now # 2U http://smarturl.it/2U pic.twitter.com/uU9FE6Xmac"
justinbieber;2017-06-09 12:03;59504;133978;"Out now http://smarturl.it/s2U pic.twitter.com/RKa7jeLjv8"
justinbieber;2017-06-09 11:54;47185;127878;"10 minutes # 2Upic.twitter.com/UV9N42v2XF"
justinbieber;2017-06-09 11:28;57894;160908;"30 minutespic.twitter.com/V5EyyUzIzf"
justinbieber;2017-06-08 05:38;82912;198981;"Friday # 2Upic.twitter.com/PWBSM7U6dv"
justinbieber;2017-06-07 23:45;58284;129496;"# 2U Friday @ davidguettahttp://smarturl.it/2U"
justinbieber;2017-06-06 20:45;107184;267530;"New music. This Friday. Me and @ davidguetta # 2U"
justinbieber;2017-06-06 07:42;124760;334734;""
justinbieber;2017-06-06 07:42;59913;193817;"I also don't know enough about sports to Really have valid opinion but I do enjoy sports!! And enjoy any high level sports game. Any team"
justinbieber;2017-06-06 07:33;56112;183357;"Leafs above all but other than that u give me ANY JERSEY THAT LOOKS COOL ILL THROW IT ON"
justinbieber;2017-06-06 07:32;58977;201866;"I support all sports I'll put ANY jersey from ANY pro team if I'm whack for wearing jerseys they give me out of love then I'm Whack"
justinbieber;2017-06-06 07:18;44587;117584;"https://purposetourmerch.com"
justinbieber;2017-06-06 03:44;54269;173179;"Elsa Jasmine Sara Romee Stella Martha"
justinbieber;2017-06-05 01:42;75188;203047;"# OneLoveManchesterhttps://twitter.com/i/live/869974381853790208 …"
justinbieber;2017-06-04 22:10;67443;237785;"See you soonpic.twitter.com/LVOSJszZTr"
justinbieber;2017-06-04 22:07;42444;141779;"Nicehttps://twitter.com/mennewsdesk/status/870298175566999553 …"
justinbieber;2017-05-31 06:49;87991;311402;"See you Sundaypic.twitter.com/FNG2L3LgRY"
justinbieber;2017-05-23 13:17;243074;560101;"# PrayforManchester"
justinbieber;2017-05-23 01:22;39972;120655;"UK. @ BSTHydePark in July http://po.st/BST17JB pic.twitter.com/gR5sLY4Yrd"
justinbieber;2017-05-16 05:40;48715;152278;"South Africa is incredible # PurposeTourStadiums"
justinbieber;2017-05-16 04:56;57038;160416;"Thank youhttps://twitter.com/gthot20/status/864187251911217154 …"
justinbieber;2017-05-09 06:36;48573;147211;"Dubai is incredible... India you are next. @ Amit_Bhatia99 u ready? # PurposeTourStadiums"
justinbieber;2017-05-09 06:35;14142;30115;"@ djkhaled congrats my friend"
justinbieber;2017-05-06 13:16;43175;123903;"I see u @ chancetherapper . Request # imtheone http://rapperradio.com @ djkhaled"
justinbieber;2017-05-05 23:19;47165;151556;"Israel was incredible... Dubai your next # PurposeTourStadiums"
justinbieber;2017-05-02 20:30;48771;149685;"Israel is next # PurposeTourStadiums"
justinbieber;2017-04-30 13:05;64278;170105;"Always give back. Happy # WorldWishDay @ MakeAWish"
justinbieber;2017-04-28 23:26;74366;150335;"# ImTheOnehttps://youtu.be/weeI1G46q0o"
justinbieber;2017-04-28 22:37;79982;157998;"# ImTheOnehttps://open.spotify.com/track/72Q0FQQo32KJloivv5xge2 …"
justinbieber;2017-04-25 04:25;160254;426579;"Despacito #1 in the world. Thank you"
justinbieber;2017-04-18 01:01;107756;224298;"http://smarturl.it/BieberDespacitos …"
justinbieber;2017-04-17 22:26;140389;306092;"# DespacitoRemixpic.twitter.com/ROULx0zv9X"
justinbieber;2017-04-17 22:26;81881;188525;"# DespacitoRemixhttps://republic.lnk.to/DespacitoBieberRemix …"
justinbieber;2017-04-17 12:50;103841;211784;"Despacito (Remix) [feat. Justin Bieber] - Single by Luis Fonsi & Daddy Yankeehttps://itun.es/us/gq-ijb"
justinbieber;2017-04-17 11:38;141792;321090;"Remixpic.twitter.com/RZazHB94F8"
justinbieber;2017-03-23 00:45;61530;163651;"S America next # PurposeTourStadiums"
justinbieber;2017-03-23 00:45;52116;185463;"I love New Zealand"
justinbieber;2017-03-09 02:23;67274;207403;"# PurposePopUpAUSpic.twitter.com/qN6ugBqu6c"
justinbieber;2017-03-05 08:12;56672;171130;"# PurposeTourStadiums # Australia"
justinbieber;2017-03-05 08:10;41620;129306;"Congratshttps://twitter.com/spotify/status/837404762895233024 …"
justinbieber;2017-03-02 11:08;181145;495775;"It's my birthday and all I want is to be a better friend, better brother, better son and better manpic.twitter.com/hBau3PWYKo"
justinbieber;2017-02-24 14:10;94640;264049;"pic.twitter.com/pUGWM6HA2X"
justinbieber;2017-02-24 14:10;118451;312893;"Someone got me flowers and I was driving, made a turn, and the water spilled on my dick area...Didn't bother me if it made ya laugh nice!"
justinbieber;2017-02-19 10:13;70823;192184;"Mexico City # PurposeTour"
justinbieber;2017-02-16 03:28;100815;267784;"# PurposeTourStadiumspic.twitter.com/JUfGkFyLh2"
justinbieber;2017-02-16 03:21;66068;174076;"# PurposeTourMonterrey tonight"
justinbieber;2017-02-15 15:05;48974;149552;"India tickets go on sale Feb 22. See u May 10th at DY Patil Stadiumpic.twitter.com/lVBHPwhohq"
justinbieber;2017-02-15 02:19;63925;164664;"Happy Valentine's Day # Justmojihttps://appsto.re/us/eikJab.i"
justinbieber;2017-02-03 01:02;71798;159322;"My # SuperBowl commercial w/ @ TMobile. Let’s go!! Let me see those # UnlimitedMoves https://youtu.be/Kg_4tX4XwI8"
justinbieber;2017-01-29 01:38;61702;176473;"I'm playing today in the @ NHL celebrity all star game.pic.twitter.com/VJgB17ysJw"
justinbieber;2017-01-29 01:36;43705;121211;"Yep. Todayhttps://twitter.com/etcanada/status/825355795017629697 …"
justinbieber;2017-01-27 01:13;118888;281157;"Working on something special"
justinbieber;2017-01-17 04:00;195747;490046;"My I love you facepic.twitter.com/FjDaOjinwE"
justinbieber;2017-01-16 04:36;108901;202561;"# 10yearsofkidrauhl where it all began. Thankshttp://youtube.com/kidrauhl"
justinbieber;2017-01-08 14:28;167954;451707;"Watched never say never on Netflix. Great movie"
justinbieber;2017-01-07 15:38;43062;116548;"Tour accesshttp://bkstg.com/app"
